GeneID	Dermanura_bogotensis1	Artibeus_jamaicensis1	Artibeus_jamaicensis2	Artibeus_jamaicensis3	Artibeus_jamaicensis4	Eonycteris_spelaea1	Eonycteris_spelaea2	Hipposideros_armiger1	Hipposideros_armiger2	Desmodus_rotundus1	Phyllostomus_discolor1	Phyllostomus_discolor2	Molossus_molossus1	Tonatia_saurophila1	Rhinolophus_ferrumequinum1	Rhinolophus_ferrumequinum2	Rousettus_aegyptiacus1	Rousettus_aegyptiacus2	Lonchorhina_aurita1	Phyllostomus_hastatus1	Vespertilio_sinensis1	Vespertilio_sinensis2	Vespertilio_sinensis3	Vespertilio_sinensis4	Vespertilio_sinensis5	Vespertilio_sinensis6	Vespertilio_sinensis7	Vespertilio_sinensis8	Vespertilio_sinensis9	Vespertilio_sinensis10	Vespertilio_sinensis11	Vespertilio_sinensis12	Pteropus_alecto1	Pteropus_alecto2	Pteropus_alecto3	Pteropus_alecto4	Lionycteris_spurrelli1	Sturnira_ludovici1	Rhinophylla_fischerae1	Carollia_perspicillata1
RPL10_1	968.366686	1411.385091	1808.894695	1974.102711	1298.920218	134.431106	192.608081	0	0	645.400441	4002.032604	3974.894126	0	1407.782704	0	0	20.374516	26.301193	1422.86549	392.759336	20.534443	81.758006	39.471085	84.253996	78.158241	67.446574	164.5302	12.943159	72.635627	28.539936	54.954746	36.806997	0	0	0	0	1372.632952	1173.150479	1367.018606	2456.422485
RPL10_2	0.700637	0	0	0	0.162938	0	0	0.09367	0	0	9.013535	7.878687	0.236932	0.658966	0	0	0	0	0.111413	0.91182	0	0	0	0.199369	0	0	0	0	0	0.410888	0	6.633408	0	0	0	0	0	0	0	0
ATP8B4	0.273321	2.664147	2.086367	0	0	0	0	2.167921	2.024966	0.094811	0.823009	1.107102	1.613286	0.138662	1.860277	1.719185	0	0	0.371845	0.34372	1.080565	0.282132	0	1.307004	0	0	0	0.867532	0	0	0	0	0.72479	1.847161	3.642057	1.664798	0	0	0	0
ATP8B2_1	0	0.616796	0.394108	8.240028	2.37043	14.129118	6.070311	0	0	0.094755	0	0	0	0	0	0	0.868536	0	0	0.444788	1.985502	1.433168	1.491975	1.857032	0	0.919704	0	2.066052	1.493973	1.626142	0.818076	0	24.756325	28.52145	39.723585	27.477749	0	0.123765	0	0
ATP8B2_2	0.394068	1.217599	2.848283	1.211425	0.834177	3.375835	0.595977	0.293124	0.130134	0	0	0.092971	0.057771	0	0	0.0393	0.117523	0.353554	0.01068	0.098782	0	0	0	0	0	0	0	0	0	0	0	0	1.237797	1.032289	0.752292	1.019245	0	0	0	0
CHD3	1.415326	0	0	0	6.617504	0	0	0	0	0.567223	6.799315	3.468494	1.016573	1.533716	0	0	1.165962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785579	1.124076	0	2.854236	0	0	0
CHD4	0.746936	6.521417	6.556047	8.753391	4.493986	0	1.811228	18.684964	40.56473	0	7.809378	2.668494	0.434936	0	0	0.108627	0	0	0	0.834227	2.766279	0	2.00649	1.482703	0	0	0	0	0.868533	1.008855	0	0	0	0	0	0	0.736681	1.077114	1.403585	1.113055
CHD5	0	0	0	0.04653	0.087462	0.015898	0.066995	0	0	0.019371	1.740329	1.660305	0	0	0.035349	0.062792	0.040317	0	0	0	0	0	0.014944	0	0	0.031727	0.067974	0	0	0.031173	0	0	0	0.101919	0.039437	0.011449	0	0	0	0.038539
ZSWIM6	5.073845	9.056031	6.74032	5.627786	4.896618	2.422149	2.924156	1.103053	1.877387	1.59713	6.465081	6.066961	1.393036	1.523749	2.752059	2.197821	5.006454	4.637784	1.277989	1.852227	0.972097	0.897968	1.072861	0.601734	0	0.832769	0	0.617612	1.145618	0.935272	0	0	1.745151	2.917446	2.92724	3.899144	2.774374	2.220025	2.129924	1.709704
ZSWIM5	0.012512	1.033307	0.462062	0.556508	0.392433	0.30981	0.102345	0.318688	0.592974	0.030444	0.095242	0.043165	0	0	0.177587	0.455998	0.669426	0.388505	0	0	0.016481	0	0	0	0	0.051864	0	0	0	0	0	0.025092	0.587597	0.715929	0.077303	0.117821	0.113421	0.222117	0.354939	0
ZSWIM4	0.792301	6.204982	5.359071	4.575931	3.844707	0.922124	0.760273	1.835582	2.219607	0	2.97356	3.548772	1.532093	2.206221	1.931271	1.516735	0.432147	0.187098	1.531114	1.628365	0.372656	0.749858	0.473731	0.714953	0.328729	0.394788	0	0.854808	0.56091	0.362727	0.232231	0.165975	0.768824	1.491695	1.819086	1.202565	2.118208	1.100023	1.964164	4.474283
OR2AT4_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2AT4_2	0.094824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2AT4_3	0.189649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAQ	9.399609	31.740132	25.827154	25.202142	26.585164	6.533697	12.127122	4.856432	10.801238	5.162663	18.516107	18.552895	6.486461	14.328876	16.39481	18.04448	8.650361	10.790008	7.001471	5.856557	4.314759	4.316176	3.960086	4.523421	0.871646	2.66358	0.019143	1.895961	5.622982	4.76535	2.599185	0.273606	11.281602	13.572981	10.69116	11.551448	11.760116	9.071846	11.990326	6.412975
GNA11	19.414024	71.952335	57.497578	64.095209	53.842084	10.229356	11.997579	11.174892	12.420759	13.494976	9.866533	11.360754	8.677161	11.441115	22.961972	14.951977	3.921468	2.356136	8.937658	11.539663	13.874608	11.724005	13.787603	11.875909	7.800796	10.902107	4.335413	12.785848	13.718592	11.472476	11.126095	7.519764	18.156111	31.287092	24.249572	25.306272	17.838591	16.280218	12.572067	19.456461
GNA14	0.511939	0.867003	1.39471	1.037967	0.817926	0.79348	0.294268	0	0.689572	0	0.52706	0.536858	3.313844	0	1.083216	1.109068	0.335786	0	0	0	0.037632	0.071796	0.185989	1.315081	0.134359	0.275486	0.027886	0.125895	0.088457	0.271524	0.068566	0.085867	0.057349	0.316948	5.787834	0.234961	0.153961	0	0	0
SPIN2B_1	0	1.007669	1.66773	0.204582	0.14538	0	0	0	0	0.056865	0	0	0.185849	0	0	0	0.031812	0	0.050511	0.072353	0.078227	0	0	0	0	0	0	0	0	0	0.071073	0	0	0.106393	0.123336	0	0	0	0	0
SPIN2B_2	0.575966	1.644979	3.167142	1.032103	1.342581	0.180282	0	0	0.062697	0.142469	0.391674	0.147377	0	0	0.283369	0.816039	0	0	0	1.050852	0.091096	0	0	0	0	0	0	0	0	0.093877	0	0.069145	0.203126	0	0	0.455048	0	0	1.104223	0.749911
OR52D1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52D1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108289	0	0.328171	0	0	0	0
OR52D1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR3_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR3_2	0	0	0	0.320348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR3_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300H	0	0	0	0.091546	0.064976	0	0	0	0	7.693634	0	0	3.248779	0.580131	7.049001	3.032584	0	0	1.641978	12.352533	2.2097	3.718327	3.035038	1.864956	1.418444	0.634237	1.572075	5.361027	1.570128	2.403362	1.445701	1.954402	0	0	0	0	0	0	0	0
CD300A	0	0	0	0.335968	0.234333	0.052333	1.066316	4.023862	2.605137	0.362674	0	0	5.44104	0.626215	16.734444	8.43197	0.240424	0.266045	0	0	0.855192	0.831679	0.563655	0.801036	2.03214	0.445048	0.467606	2.127733	2.085068	1.542399	0.129558	5.142766	0.329282	2.492394	1.76291	0.921485	0	0	0	0
CFHR2	0.078233	0.623193	0.761796	0.94277	1.86184	0	0	0	0	6.341531	0	0	707.08032	0	51.090189	70.187507	0	0	0	188.788146	85.229212	52.515824	37.998258	42.513275	97.945128	76.765775	73.629426	128.999437	83.409092	79.13259	99.13313	102.429798	13.915539	31.371914	65.034248	36.962948	93.886961	243.026971	0.084116	29.374156
CNTN3	0.023472	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154253	0	0.09406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158961	0	0.060261	0	0	0	0.301043
CNTN4	0	0.02343	0.035919	0.151389	0.061013	0	0	0	1.611202	0	0	0	0	0	0	0.476961	0	0	0	0	0	0	0	0.027479	0.023831	0	0.01988	0	0	0	0	0.020304	0.821034	2.833508	0.09578	0.194657	0	0	0	0
CNTN6	0	0	0	0.0325	0	0	0	0	0	0	0	0	0	0.05714	0	0.03366	0	0	0	0	0.057897	0	0	0	0	0	0	0	0	0	0	0.344949	0	0.026701	0.030988	0.890687	0	0	0	0
OR5B3_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B3_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B3_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B3_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B3_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B3_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B12_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B21_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5D18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104149	0.241477	0	0	0	0	0
GNAT3	0	0	0.036086	0	0	0	0	0	0	0	0.483979	0.547608	0	0	0.064691	0	0	0	0	0	0.066609	0	0	0	0	0	0	0.073741	0.155998	0	0	0	0	0.081399	0.094395	0.082245	0	0	0	0
GNAT1	45.13068	0.269892	0.165338	1.836975	1.01812	0	0.456699	0.785185	0.476529	3.932537	11.540657	12.695854	6.230648	3.475741	2.206549	1.658887	0.015756	0.053778	0.05269	5.48264	0	0	0	0	0	0.190549	0	0	0	0	0	0	0	0	0	0	3.303569	0.336544	2.933685	8.193574
GNAT2	0	0	0.411329	0.494642	0.349383	0	0	0	0.260792	0.105775	0	0	0.058234	0.437243	2.098056	1.860697	0.124903	0	0	0.143225	1.122796	0	0.370061	0.285721	0.083283	0.097079	0	0.102892	0.109193	0.096422	0.59447	0.071013	0	0	0	0	0	0	0	0
OR11H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	74.946998	101.880008	53.490223	33.524243	50.339851	71.405801	82.680878	7.597072	70.295017	3.079856	10.676365	8.900923	24.593128	22.479755	21.446511	20.244035	36.496252	66.229897	15.434145	7.088884	0	0	0	0	0	0	0	0	0	0	0	0	71.145871	44.450307	57.303251	53.999412	0	57.570845	0.218137	0
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283	0	0	0	0	0	0	0	0	0	0	0	0
ITGAM	0.291678	4.542839	7.76058	9.630902	11.125844	0.717686	0.113764	1.471137	2.172885	0.916419	0.460421	0.856642	0	3.572435	4.865309	4.772695	0.647799	2.557542	8.316001	0.240343	4.111074	2.596626	2.061488	3.17287	1.403466	2.056856	0.089919	6.510352	3.23609	2.835284	1.79076	2.000702	3.634465	3.378535	12.505399	1.790985	1.379185	0.168028	0.924668	0.569415
ITGAD	0.640364	1.182389	1.537525	3.669532	1.706273	0	0	0.194403	0.496492	0.345177	0	0	0.251614	0	29.568124	0.782537	0	0	0	3.648784	0.210378	0.105487	0.026757	0.055891	0.191102	0.036149	0.157191	0.191665	0.033422	0.054373	0	0.100342	0	0	0.05787	0	0.414239	1.582819	0.313288	0.534301
PGK2	0	0	0	0	0.070315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081915	0	0	0	0	0	0	0	0	0	0	0	0.080197	0	0	0	0	0
ATP2A3	3.355853	33.618928	48.941251	14.442165	26.875267	1e-06	1e-06	0.384969	6.436822	3.048525	7.373757	8.989322	3.596799	0	0	0	1e-06	2e-06	0	0	3.017025	2.06112	2.572784	2.131105	3.116631	1.51746	0.154035	4.594149	1.29798	0	2.049023	1.903027	2.520107	3.466362	3.280925	2.899268	2.283211	1.89603	0.68885	1.575938
ATP2A2	138.049032	136.873827	62.561981	86.015078	55.835224	53.720034	51.830275	12.750706	16.709287	30.548288	106.994733	112.118953	22.872061	34.06469	23.184043	16.086046	12.103569	23.853327	28.444387	26.04493	10.147524	8.83706	17.177697	11.708491	1.197431	4.506169	0	10.00483	6.108215	6.6177	5.330039	0	37.364933	78.588138	75.537618	52.716008	12.805531	0	0	0
ATP2A1	0	1.560188	0.773652	1.033409	0.915929	0.135289	0.345905	0	0	0.509656	0	0	0.057018	0	1.06084	0.157584	0.502398	0.116773	0	0	0.275428	0	0	0.665873	0	0	0.120372	1.137722	0	0	0	0	0	0.04038	0.093737	0.102051	0	0	0	0
CYTH2	21.314453	63.159827	72.956893	87.874145	75.848536	10.636569	9.122573	13.285471	25.548449	14.038455	44.980152	47.070156	6.933339	4.036886	17.189695	11.805155	6.882367	5.182453	2.692059	10.606611	21.239242	12.532791	16.658048	14.974905	12.720365	16.928938	0.250088	13.872657	10.161544	19.649995	12.640984	14.333329	7.632738	10.672794	16.692906	10.26815	0	0	0	0
CYTH1	0.73208	11.921097	10.843023	6.309312	7.798459	1.219804	0.769078	4.013648	3.613576	0.216762	0.642422	0	0.203392	2.669239	3.344569	0.988832	0.12027	0.301393	0	0.952434	0.661989	0.74144	0.255095	0.419883	0.290569	0.332191	0	0.377836	0.108633	0.452431	0.094533	0.8513	1.159859	4.030149	1.544043	0.501599	0.421158	0.788317	0	1.111385
CYTH3	22.293283	4.216015	0	7.610603	1.051631	3.261927	10.46685	12.308856	6.882756	0	11.383768	12.180068	4.78781	7.014463	0	0	10.70256	3.638626	1.855976	0	1.110292	1.351492	1.31691	1.714726	0.669276	1.220905	0.144679	5.33724	1.077912	1.173093	1.08806	0.2112	3.373601	5.891464	6.457053	3.903895	12.396933	7.042538	16.088789	32.501112
OR52B4_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52B4_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52B4_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIP2A	1.861601	7.055979	6.997534	5.577205	4.594419	0	0	2.778749	3.980791	0	0	0	0	0	0	0	0	0	0	1.284832	2.375559	0	0	0	0	0	0	0	0	0	0	0	5.250611	13.01175	7.204588	8.994445	0	0	0	0
DIP2B	6.931442	11.692152	7.638971	5.937561	6.554779	23.011946	14.774658	0	0	5.514376	3.996627	4.233196	2.503575	3.996071	0	0	9.278083	6.877356	2.423279	0	0	0	0	0	0	0	0	0	0	0	0	0	2.548391	15.826012	8.529695	7.895986	3.655094	7.640119	4.169267	4.694019
DIP2C	2.284625	5.33361	4.677354	5.547634	4.353048	0.286291	2.313256	3.603565	3.220101	0	1.788101	2.055408	3.731888	0.886301	2.1917	1.695854	0.771836	0	0.258058	0	1.063971	0.373727	1.924744	3.02849	0.331452	0.804989	0	2.129244	0.628303	0.960255	0.484883	0.597569	2.201727	4.133158	6.06762	2.95525	0	0	0	0
FLNA	3.325015	0	8.203279	3.900188	0	8.717024	5.043744	1.602514	4.300318	3.7342	25.648815	24.015417	2.758199	1.197618	5.675573	1.287577	0.227425	0	0.329147	1.130647	0	0	0	0	0	0	0	0	0	0	0	0	5.18064	7.786978	11.07453	4.339389	0	0	0	0
FLNC	0.431509	1.841804	2.785053	3.112865	0.450541	2.252506	0.872879	0.113521	0	0	0.221159	0.26851	0.02181	0.292615	0.093935	0.110185	0.604764	0	0.049673	0	0	0	0	0	0.035779	0	0	0	0	0	0	0	0.289509	0.435272	0	0.520887	0.208217	0.286928	0.082053	0.181979
FLNB	0	3.34141	1.973471	1.699695	1.875034	11.298512	5.472937	0.29534	0.473947	0	19.078594	19.593139	1.05427	10.210146	21.65332	14.712102	15.238674	16.954776	3.160153	0.163344	0	0	0	0	0	0	0	0	0	0	0	0	19.97638	73.538827	10.530497	38.196869	0.811364	1.68916	0.115276	0.505319
NRXN3	0.040536	0.224378	0.204302	0.142547	0.365292	0	0	0	0	0.166941	0.446086	0.303273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230584	0.311628	0.358929	0	0.023151	0.061659	0
NRXN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRXN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048339	0.018703	0.032578	0	0	0	0
RPS15A_1	535.566955	683.919435	669.333631	623.086485	629.125028	0	0	435.639961	768.149798	0	604.437378	646.387308	267.589984	185.945138	1075.585967	856.251784	0	0	295.064982	606.412837	670.530071	673.467091	475.771703	684.770158	676.118067	788.446226	208.367198	661.303024	595.193433	582.947141	692.448092	668.231062	0	0	0	0	694.963154	545.765325	677.792629	818.684703
DNM1	0	0.746351	0.551791	0	0	0	0	0	0	0	0	0	0.557308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080365	0	0	0	0	0
DNM2	7.254336	61.036041	44.799373	55.509943	48.755872	30.583026	15.928283	0	0	0	0	0	7.312555	0	0	0	11.868816	5.173869	0	0	6.279649	2.509387	0	5.369378	0	10.463425	0	15.406285	8.56923	5.582304	0	0	16.016841	9.368084	15.962973	11.970152	0	0	0	0
DNM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309841	0.090567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2496	0	0	0	0	0	0
FTH1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH11	2e-06	3e-06	3e-06	3e-06	2e-06	2e-06	2e-06	0.857495	4.846131	0.008148	0	5e-06	0.018695	2e-06	2e-06	2e-06	1e-06	4e-06	4e-06	0	0.105428	0.018905	0.026048	0.047666	0.047125	0.020764	0.505708	0.088869	0.062199	0.054342	0.048122	0.080283	0	0.03481	0.134707	0.205298	0	0	0	0
DNAH17	0.014892	0.02586	0.046274	0.103616	0.016843	0.244913	0.011557	0.303232	0.078816	0.041811	0.510673	0.401604	0.047304	0.062189	0.194235	0.628652	0.011305	0	0.032876	0.033657	0.011814	0.016949	0.005838	0.042737	0.042248	0.074467	0.040016	0.099604	0.020912	0.012179	0.021571	0.040485	0.130379	0.499149	0.144871	0.106754	0.183676	0.004995	0	0.634214
DNAH9	0	0.913435	0.508861	0.310752	0.415334	5e-06	8e-06	0.016015	0.097524	0	0	3e-06	0	0	0.072122	0.09747	4e-06	1.6e-05	3e-06	0.021766	0.714186	0.012532	0	0	0	0	0	0	0.007731	0	0.005981	0	0.064016	0.023567	0.034199	0.023827	1e-06	3e-06	0	0
OR7G3_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7D2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112149	0	0.110867	0	0	0	0	0.062243	0	0.057795	0.051022	0.04262	0	0	0	0	0	0	0	0
OR1F1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7D4_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110297	0	0	0	0
OR7E24_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132936	0.077096	0	0	0	0	0
OR7G3_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7G1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7G1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E24_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091381	0.317864	0	0	0	0	0
OR7E24_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.507361	0	0	0	0	0
OR7A10_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7A17_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103197	0	0	0	0	0	0
OR7A17_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7A17_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7A10_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7A17_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121057	0	0	0	0	0
OR7A10_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735076	0	0	0	0	0
NLGN3	0.077387	0.363133	0.404747	0.030438	0.08594	0	0.026392	0	0	0	0.231229	0	0	0	0	0	0.446531	0.174016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLGN4X	0	0	0.21203	0	0	0	0	0	0	0.041409	0	0	0	0	0	0.065425	0	0	0.012089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLGN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042024	0	0	0	0	0	0
CD1B_1	0.083464	0.132248	0.101009	0.120493	0.2578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053838	0	0	0
COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRAS_1	11.265826	16.328453	20.55109	33.479002	21.672995	0	0	0.124262	0	0	0	0	7.047945	0	39.270585	37.8205	0	0	0	19.247308	0	1.627618	0	0	0	0	3.281866	0	0	0	0.220855	1.013556	16.448343	0	0	0	20.092964	20.96446	12.68784	13.131166
NRAS	17.668819	45.528489	34.831816	38.920314	49.242977	0	0	8.722547	16.403029	11.052815	0.516057	0.872372	9.926087	7.634461	14.268722	8.833175	0	0	2.871496	16.288223	0.204911	0	0	0	1.449152	0	0.632572	0	0	2.583215	0.486605	1.154346	6.069287	14.050978	18.925509	14.431255	3.896394	25.092922	5.875671	9.275775
KRAS	21.943147	31.623523	22.731611	16.491934	15.754317	4.679985	4.98835	4.458287	1.681261	2.125056	0	0	4.166439	0	0.473803	0	7.603428	10.472889	0	1.105189	0	0	0	0	0	0	0	0	0	0	0	0	1.80071	4.226128	6.02821	4.312832	0	6.047212	0	0
HSPE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8A1	0.298446	0	0	0	0	0	0.412551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.886668	0	0	0	0	0.108574	0
OR4C16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048121	0	0	0	0	0	0	0	0.128162	0	0	0	0	0
OR4C11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
